Cluster,StoreNumber,StoreName,City,Zip,State,Grade,StoreFormat,Climate,Region,Latitude,Longitude,TotalDemandAmt,TotalNetAmt
3,1806,SALT LAKE CITYCTYCRK  ,SALT LAKE CITY,84101,UT,C3,LIFESTYLE CENTER,COLD,CENTRAL-MOUNTAIN DISTRICT,40.7683333,-111.8913889,16276053.5,9634452.44
3,1861,"CINCINNATI, OH  ",CINCINNATI,45236,OH,F,TRADITIONAL MALL,COLD,CENTRAL-MID-WEST DISTRICT,39.2022378,-84.3772003,7296719.86,4435001.38
3,813,DALLAS TX NRTHPRK CTR  ,DALLAS,75225,TX,F,TRADITIONAL MALL,HOT,CENTRAL-TEXAS,32.8687357,-96.7718582,23142562.4,13970145.59
3,866,KANSAS CITY MO CC PLZ  ,KANSAS CITY,64112,MO,F,LIFESTYLE CENTER,COLD,CENTRAL-MID-WEST DISTRICT,39.0416157,-94.5930974,8822147.34,5559053.85
3,1802,FT. WORTH U PARK VIL  ,FORT WORTH,76107,TX,F,LIFESTYLE CENTER,HOT,CENTRAL-TEXAS,32.7293656,-97.3621393,9314338.33,5883738.47
3,6033,FP MOV W DES MOINES  ,WEST DES MOINES,50266,IA,UNKNOWN,UNKNOWN,,EAST COAST-MVMT - EAST COAST,41.5698453,-93.8030635,2589863.52,1641367.04
3,1878,"PLANO, TX LEGACY  ",PLANO,75024,TX,F,LIFESTYLE CENTER,,CENTRAL-TEXAS,33.0795725,-96.8259135,24546185.96,15105055.29
3,6006,FP MOV CHARLOTTE NC  ,CHARLOTTE,28211,NC,UNKNOWN,UNKNOWN,,EAST COAST-MVMT - EAST COAST,35.1521816,-80.831755,14204982.69,8617477.12
3,6014,FP MOV INDIANAPOLIS  ,INDIANAPOLIS,46240,IN,UNKNOWN,UNKNOWN,,EAST COAST-MVMT - EAST COAST,39.9146201,-86.11124,9815050.65,6002770.94
3,1885,"RIVERTON, UT  ",RIVERTON,84096,UT,UNKNOWN,UNKNOWN,,CENTRAL-MOUNTAIN DISTRICT,40.510098,-111.9989421,19079411.71,11469188.59
3,837,NASHVILLE  GREEN HILL  ,NASHVILLE,37215,TN,A3,TRADITIONAL MALL,MILD,EAST COAST-MID-ATLANTIC DISTRICT,36.1071345,-86.8173774,15628638.9,9293237.7
3,863,"BIRMINGHAM, AL SUMMIT  ",BIRMINGHAM,35243,AL,F,LIFESTYLE CENTER,MILD,EAST COAST-SOUTHEAST DISTRICT,33.4495444,-86.7276317,5853487.93,3767075.81
3,875,GERMANTOWN TN SDL CRK  ,GERMANTOWN,38138,TN,F,LIFESTYLE CENTER,MILD,EAST COAST-MID-ATLANTIC DISTRICT,35.0942755,-89.8093383,4503886.09,2911329.33
3,879,"RIDGELAND, MS  COLONY  ",RIDGELAND,39157,MS,F,LIFESTYLE CENTER,MILD,EAST COAST-SOUTHEAST DISTRICT,32.4356677,-90.1465128,2190937.3,1448777.23
