Cluster,StoreNumber,StoreName,Latitude,Longitude,CLASS_FP_KNIT_TOPS,CLASS_FP_JEANS,CLASS_FP_W_DRESSES,CLASS_FP_BEACH,CLASS_FP_ENDLESS_SUMMER,CLASS_FP_SWEATERS,CLASS_FP_WOVEN_BLOUSES,CLASS_FP_PANTS,CLASS_FP_BOOTS,CLASS_FP_W_HEAVY_KNITS,CLASS_FP_BLAZERS___JACKETS,CLASS_FP_CASUAL_OUTERWEAR,CLASS_FP_ATHLETIC,CLASS_FP_SHORTS,CLASS_FP_TREND_SHOES,CLASS_FP_OUTERWEAR,CLASS_FP_SKIRTS,CLASS_FP_PERFORMANCE_SHORTS,CLASS_FP_W_PARTY_DRESSES,CLASS_FP_CASUAL_ONE_PIECES,CLASS_FP_SANDALS,CLASS_FP_PERFORMANCE_CAMIS,CLASS_FP_LOUNGE,CLASS_FP_SLIPS,CLASS_FP_BODY,CLASS_FP_JEWELRY,CLASS_FP_BRAS,CLASS_FP_FP_SCARVES,CLASS_FP_CASUAL_BOTTOMS,CLASS_FP_MOVEMENT_HEAVYWEIGHTS,CLASS_FP_PERFORMANCE_ONE_PIECES,CLASS_FP_HATS,CLASS_FP_PERFORMANCE_LEGGINGS,CLASS_FP_BELTS,CLASS_FP_CASUAL_LAYERING,CLASS_FP_BRAS___MOVEMENT,CLASS_FP_ONE_PIECE,CLASS_FP_SUNGLASSES,CLASS_FP_SWIM_TOPS,CLASS_FP_PERFORMANCE_OUTERWEAR,CLASS_FP_HAIR_ACCESSORIES,CLASS_FP_PERFORMANCE_LAYERING,CLASS_FP_SWIM_BOTTOMS,CLASS_FP_MOVEMENT_BAGS,CLASS_FP_CASUAL_SHORTS,CLASS_FP_CASUAL_SETS,CLASS_FP_SUNSUITS,CLASS_FP_PERFORMANCE_BOTTOMS,CLASS_FP_SURF_ONE_PIECE,CLASS_FP_UNDIES,CLASS_FP_UNDERWIRE_BRAS,CLASS_FP_PERFORMANCE_SETS,CLASS_SUITS,CLASS_FP_MOVEMENT_SOCKS,CLASS_FP_SURF_TOPS,CLASS_FP_IN_CASE_JEWELRY,CLASS_MOVEMENT_ACCESSORIES,CLASS_FP_SURF_BOTTOMS,CLASS_FP_MOVEMENT_HATS,CLASS_FP_MISC_ACCESSORIES
3,1847,CHARLOTTE ATHERTON M  ,35.2087528,-80.8607778,0.996581339,0.877547258,0.973979946,1.088207632,0.989462511,0.98790525,0.878314693,0.765897541,0.975341879,1.046299257,0.734917656,1.310768533,1.265857089,1.13946386,0.819891388,0.661050134,0.91364714,2.721022115,0.784343611,1.322611334,0.978674171,1.790375414,1.019016676,0.78010836,0.865192511,0.93479412,0.750563223,0.88575821,1.148286483,1.493524009,1.022388965,0.725295651,1.442755674,0.797007244,1.599370954,1.330913646,0.937783042,1.00848488,0.816665678,0.981780111,0.665694625,2.103018139,0.814469622,1.117830483,1.481764688,1.29845108,0.813147724,1.055336513,0.753199448,0.741052984,0.621105541,1.209763105,0.342116267,1.036968874,0.864236138,0.52397915,0.726898966,0.732213391,0.775908435,1.109547294
3,1868,"KNOXVILLE, TN  ",35.9367207,-83.990713,1.119338995,0.768051184,0.879484007,1.155953923,0.817522027,1.069475446,1.051657701,0.626476339,0.910942226,1.687359979,0.823656855,1.545520696,1.538047348,1.001465171,0.715631805,0.552825524,0.667313685,2.795740185,0.576038711,1.922417308,0.966041643,1.599155579,1.039634541,0.68934417,0.770513872,0.815872769,0.622075499,0.994700872,0.970963026,1.95561577,1.273962848,0.805610582,1.577252201,0.811189996,1.775076014,1.333998323,0.539455568,0.621048025,0.5262353,1.018969859,0.883150511,1.785566914,0.462013818,1.055884395,1.313277322,1.404081771,0.694156493,0.77618962,0.292879848,0.472092757,0.560270432,0.93771942,0.299253609,1.036353003,0.968254685,0.127435346,0.587135634,1.099665819,1.205374576,1.462646044
3,1874,"NASHVILLE, TN  ",36.1605041,-86.7799532,0.940775379,0.880879562,1.010787862,1.348027558,0.93648841,0.842081019,1.053615512,1.028849919,1.161332486,1.106593655,0.988885302,1.063017899,1.124601628,0.992741704,0.856540729,0.99372277,0.815812384,1.763419353,1.118252103,1.476033706,0.863135594,1.179840156,1.056978742,0.667190837,0.927675693,1.056599744,0.76108721,1.076311012,1.103058223,1.247509341,1.015858855,0.962390708,0.786625733,1.049512397,1.015498942,0.996313963,0.752518076,0.797556863,0.789404517,0.913564472,0.807849562,1.025394558,0.813910379,0.914167656,1.223132664,1.435401337,0.843150851,0.714021564,0.646155713,0.780928972,0.732423213,1.075349276,0.748078819,0.913769742,0.802893941,0.666874914,0.780628311,0.955428339,0.765904977,0.937316456
3,1880,"BATON ROUGE, LA  ",30.3789585,-91.0942794,0.891930634,0.719877567,0.691621142,0.943865686,0.87318908,0.562560738,0.779061583,0.750165999,0.956905059,0.896819212,0.462730442,1.101618343,1.67729598,1.02378391,0.792798148,0.413755579,0.766182483,9.967635924,0.767811787,0.823020609,0.831424307,1.88936158,0.850816054,0.610849116,0.711291151,0.700587119,0.53362804,0.778132285,0.829579345,1.535426145,2.340183425,0.943019249,1.52926798,0.64592936,1.636341552,1.626436941,0.62364612,1.120748197,0.719704454,1.234859868,0.870611016,3.224934753,0.688643851,1.078365094,3.103070433,2.41394966,1.492754387,1.14016152,0.835219653,0.840747394,0.339360363,1.232757979,0.213840157,0.992425813,0.797037104,2.127896539,0.793982061,0.694165754,0.858271915,0.742913255
3,1884,"CARY, NC  ",35.7811681,-78.758213,1.094885436,0.901882329,1.018261087,1.058051153,0.97263323,1.012970348,0.94613084,0.787695104,0.997778356,1.04264235,0.837226275,1.083822055,1.253688122,1.069575492,0.91581952,0.719156814,0.981638484,2.689840725,0.732060416,1.245094023,0.871920783,1.493167835,1.001856055,0.755591704,0.911996909,0.833821487,0.825799169,0.877316494,0.858908368,1.077334978,1.012012925,0.781571256,1.115441554,0.871227689,1.529606502,1.185781487,0.866578099,0.907109642,0.820893276,0.773040794,0.835070871,1.742715902,0.859060635,0.90134538,1.561928738,1.21661638,0.824273244,0.989257228,0.76502472,0.952483622,0.916421929,1.161704947,0.751839877,0.940209561,1.096461348,1.453498595,0.764866955,1.006160116,0.820251367,0.896124683
3,878,INDIANAPOLIS  FASHION  ,39.9139901,-86.1093871,1.115396838,0.792888538,0.892036144,1.083417487,0.890928834,1.187858574,0.992134339,0.792409787,1.001891775,1.61252331,0.886742754,1.242973406,1.164259668,1.002817499,0.695309685,0.576662204,0.782566112,1.495135554,0.698614124,2.083987865,0.932133007,1.406181418,1.049646304,0.776265029,0.895343891,0.97940184,0.7626366,0.816823229,1.36058986,1.860289922,0.98344206,0.909144134,1.062482246,0.790077817,1.838633689,1.156824342,0.762586971,0.894790302,0.726531865,0.697322112,0.793015215,1.751962334,0.731964698,1.390311868,1.408654135,1.472523348,0.633220017,1.326684041,0.668263638,0.77643958,0.683987859,0.936654732,0.471999959,1.056217921,0.992821598,0.426263379,0.998750029,0.901635629,0.94893597,1.207654442
3,1857,"LEXINGTON, KY  ",37.9777842,-84.5260468,1.12694438,0.745171506,0.936912086,1.103153402,0.826075264,0.911855902,0.996205969,0.686302353,1.034866151,1.387544468,0.831510026,1.465232879,1.749014465,1.045050629,0.855717034,0.952257601,0.754503942,2.402066974,0.839979942,1.292386326,0.821527436,1.356308009,0.93525694,0.824457331,0.77712199,0.826552951,0.761669125,0.890511169,0.955262528,1.72558349,1.169963693,0.761251683,1.187609851,0.906774773,1.35990567,1.420964482,0.616334783,0.688026652,0.597808717,0.851867156,0.640738326,1.836574668,0.666592223,2.128111884,1.480914631,1.764328587,1.077745658,1.000458806,0.320660198,1.129906867,0.463257789,1.017013552,0.674039917,1.017243602,0.852572458,0.416485633,0.678566687,0.747151698,1.060452834,1.505216958
3,1829,ST LOUIS MO GALLERIA  ,38.6354047,-90.3484533,1.021557918,0.876689071,0.93414618,1.048110066,0.878713867,1.043923044,0.911806493,0.749788028,1.16622351,1.106231475,0.914452765,1.159728943,1.29347168,0.963279618,0.928747373,0.842846872,0.680001619,2.276222024,0.772209951,1.226429085,0.932007289,1.569370789,0.92070168,0.804689125,0.855601281,0.94503635,0.784764884,0.943771345,0.938498819,1.406696497,1.451738788,1.045862765,1.384006317,0.926462919,1.521178531,1.279113703,0.866704984,0.971460643,0.835974317,1.066986241,0.976771444,1.712899219,0.830832286,1.304821664,1.717280023,1.44330672,0.81227644,0.826359233,0.930801134,0.809664485,0.76880045,1.339121535,0.612199156,1.047955396,0.651281994,0.600619245,1.115064041,0.823189645,0.853505833,0.955851446
3,6010,FP MOV FORT WORTH TX  ,32.7286945,-97.3633408,1.092228759,0.873588928,0.970812492,0.96882095,0.932707748,0.815743819,1.082531352,0.733613173,1.005468019,1.060772698,0.801393662,1.227170786,1.62557638,1.154173126,0.777667809,0.740535482,0.786118042,3.611177546,0.658669224,1.30110145,1.021422388,1.655084067,1.03735981,0.669993106,0.903634313,0.736730223,0.67682435,0.864496394,0.912291415,1.379947996,1.492105272,0.800393565,0.984674717,0.958741045,1.556007405,1.389672953,0.852221885,0.762114526,0.608579153,0.746505749,0.773076329,1.623307192,0.630617195,1.087445353,1.881203209,1.867218163,0.819565873,1.277392525,0.910252913,0.840977005,0.65695804,1.336199025,0.874160471,1.22421248,0.760772986,0.283372424,0.950251246,0.804632278,0.819364452,0.595622243
3,1872,"TULSA, OK  ",36.112936,-95.9758593,1.100948032,0.843391597,0.831492712,0.970054194,0.767916503,0.93631811,0.919237434,0.767260145,0.928114269,1.462821968,0.959716521,1.081913476,1.663993881,1.154908867,0.867322837,0.768620064,0.639633818,4.247309785,0.658671356,1.38897247,1.091586181,1.632306893,0.949636813,0.67851566,0.8315384,0.961841617,0.622704391,0.762968602,0.69560165,1.527354904,1.495527498,0.729302892,0.933656037,0.732952884,1.412673481,1.417504168,0.666182296,0.867274268,0.629311047,1.136306318,0.67555324,1.548658282,0.59497587,1.460083217,2.02730598,1.528333185,1.065223898,0.542782932,0.419860738,0.754409657,0.517505134,1.593498031,0.363813613,1.235136232,0.519173056,0.088880183,1.224487497,0.55838664,0.778513041,0.894549323
