Cluster,StoreNumber,StoreName,Latitude,Longitude,CLASS_FP_KNIT_TOPS,CLASS_FP_JEANS,CLASS_FP_W_DRESSES,CLASS_FP_BEACH,CLASS_FP_ENDLESS_SUMMER,CLASS_FP_SWEATERS,CLASS_FP_WOVEN_BLOUSES,CLASS_FP_PANTS,CLASS_FP_BOOTS,CLASS_FP_W_HEAVY_KNITS,CLASS_FP_BLAZERS___JACKETS,CLASS_FP_CASUAL_OUTERWEAR,CLASS_FP_ATHLETIC,CLASS_FP_SHORTS,CLASS_FP_TREND_SHOES,CLASS_FP_OUTERWEAR,CLASS_FP_SKIRTS,CLASS_FP_PERFORMANCE_SHORTS,CLASS_FP_W_PARTY_DRESSES,CLASS_FP_CASUAL_ONE_PIECES,CLASS_FP_SANDALS,CLASS_FP_PERFORMANCE_CAMIS,CLASS_FP_LOUNGE,CLASS_FP_SLIPS,CLASS_FP_BODY,CLASS_FP_JEWELRY,CLASS_FP_BRAS,CLASS_FP_FP_SCARVES,CLASS_FP_CASUAL_BOTTOMS,CLASS_FP_MOVEMENT_HEAVYWEIGHTS,CLASS_FP_PERFORMANCE_ONE_PIECES,CLASS_FP_HATS,CLASS_FP_PERFORMANCE_LEGGINGS,CLASS_FP_BELTS,CLASS_FP_CASUAL_LAYERING,CLASS_FP_BRAS___MOVEMENT,CLASS_FP_ONE_PIECE,CLASS_FP_SUNGLASSES,CLASS_FP_SWIM_TOPS,CLASS_FP_PERFORMANCE_OUTERWEAR,CLASS_FP_HAIR_ACCESSORIES,CLASS_FP_PERFORMANCE_LAYERING,CLASS_FP_SWIM_BOTTOMS,CLASS_FP_MOVEMENT_BAGS,CLASS_FP_CASUAL_SHORTS,CLASS_FP_CASUAL_SETS,CLASS_FP_SUNSUITS,CLASS_FP_PERFORMANCE_BOTTOMS,CLASS_FP_SURF_ONE_PIECE,CLASS_FP_UNDIES,CLASS_FP_UNDERWIRE_BRAS,CLASS_FP_PERFORMANCE_SETS,CLASS_SUITS,CLASS_FP_MOVEMENT_SOCKS,CLASS_FP_SURF_TOPS,CLASS_FP_IN_CASE_JEWELRY,CLASS_MOVEMENT_ACCESSORIES,CLASS_FP_SURF_BOTTOMS,CLASS_FP_MOVEMENT_HATS,CLASS_FP_MISC_ACCESSORIES
4,1821,ALPHARETTA GA AVALON  ,34.0709773,-84.2769734,1.024273829,0.883167408,0.978907441,0.988343814,0.977558168,0.953070858,1.009152496,0.821851522,1.00611684,0.986431226,0.920482999,0.994935627,1.224922026,1.050193116,0.847309336,0.876121623,0.991752359,3.144933841,0.914676632,1.019339014,0.976710582,1.413533663,1.10702746,0.816778127,0.892278002,0.985073257,0.692179604,1.026861298,0.9490179,1.203970974,1.329273772,0.874974593,1.249620726,1.009822585,1.269604195,1.278092743,0.845730587,0.9051205,0.859359295,0.947925986,0.864003764,1.623560217,0.871584122,0.908090473,1.437965453,1.31154866,0.911706042,1.014603962,0.96586602,0.723754624,0.686576268,1.204487782,0.62173184,0.906133533,0.907803269,0.49740091,1.035392684,0.842049759,0.633647781,0.889116391
4,1823,"JACKSONVILLE, FL  ",30.2537691,-81.5260852,1.068859447,0.908892923,1.050365018,1.203558127,1.104903466,0.826052414,1.005280167,0.963618006,0.718257206,0.838524581,0.690472867,0.712247062,1.267483412,1.27026902,0.776225239,0.648265973,0.911068966,1.76978141,0.896504421,1.282325062,0.848235303,1.464811213,1.095061964,0.983296421,1.077152946,1.041271241,0.981110074,1.021306456,0.929758251,1.030561707,1.228647649,0.811615464,1.341929805,0.900689419,1.154483453,1.332135079,0.917155162,0.844002676,1.067654628,0.678410429,0.890331589,1.188017775,1.100177448,1.045466315,1.685830744,1.53867719,0.943724245,1.008128052,1.493372902,0.814080868,0.745043084,1.468038869,0.814616647,1.023352759,1.53515186,0.495855105,1.158519795,1.193471712,0.687347849,0.729804851
4,1858,"METAIRIE, LA  ",30.006398,-90.1572976,0.927319076,1.020496615,1.042257726,0.970427236,1.009447173,0.702359951,0.964367193,1.010679277,1.061542461,0.511866813,0.846539914,0.677084835,1.196891909,1.273095506,1.223349202,1.054168723,1.154001335,2.708728767,0.940228983,0.92892363,1.164917485,1.097653985,0.896233993,0.941290774,0.97702743,1.011567858,1.034316674,1.031739099,0.737653927,0.7096095,1.205587963,0.901327647,1.023488086,1.043273986,0.965519086,1.123365979,0.631999781,1.347132864,0.769305765,1.041732748,0.887618693,1.055214831,0.861368826,0.812823629,1.356204403,1.260141274,0.892898302,0.865101771,0.952681233,1.493729466,1.050312936,0.882252542,1.332865648,0.932102179,1.272277754,2.096043863,0.795754218,1.360929589,0.303389517,0.845317669
4,1862,"CHARLESTON, SC  ",32.7897082,-79.9387041,0.94240335,0.997241036,1.02691505,0.982907666,1.007388873,0.905527142,0.873583996,0.785300777,1.049351639,0.850601925,0.910011983,1.001501178,1.326645151,1.10561739,0.747542342,0.840693832,0.939947627,2.565340956,1.051927278,0.983510952,0.887616937,1.457883173,0.87259654,0.888428425,1.001852389,0.882200281,0.854538671,0.870441838,0.959508801,0.975153316,1.310350526,0.804400296,1.575925327,0.664947742,1.193932511,1.63344148,0.955324535,1.077006867,1.037458625,0.629765343,0.724698464,1.601459472,1.102611057,0.818438342,1.389644945,1.303690271,1.106844722,0.458702711,0.860031436,1.046458835,0.845710632,1.581106226,0.507311942,0.89493924,1.333535387,2.22065599,1.133758217,1.376324373,0.685828712,1.588156235
4,1883,"SANTA ROSA BEACH, FL  ",30.3121528,-86.098925,1.208349097,0.659187577,1.037527582,1.390522702,1.186370114,0.875627207,1.317156872,0.627860666,0.725791419,0.967768568,0.737069083,0.72500749,1.148616012,1.138387231,0.549811581,0.395813722,1.040126029,2.260511498,0.818102704,1.394610157,1.081535369,1.383546718,1.36035942,0.765185982,0.873433367,0.622627297,1.040666862,1.013923342,0.879295591,1.050886551,1.221323882,0.808725113,1.026846152,1.001450816,0.848038392,0.784978045,1.23124086,1.029719117,1.311081438,1.255876628,0.610596483,1.247976876,1.429199465,0.652994399,1.248928907,1.613106836,1.352479792,0.490289725,1.735598117,0.975612256,1.32141683,1.201117398,0.316230167,1.271520146,1.05069302,1.243351789,1.292850646,0.604245289,0.683830884,0.486235753
4,832,"AUSTIN LAMAR BLVD, TX  ",30.2712053,-97.7544452,0.94666921,0.878328459,1.091044623,0.916510174,0.985818423,0.80806169,0.986602472,0.786600517,1.103731028,0.719964263,0.784399586,1.023054863,1.035855166,1.292244349,0.860442241,0.718212416,1.059043807,2.527805103,1.037435309,0.99257634,0.924421697,1.73388237,0.881772518,1.016588515,1.020837097,0.902091161,1.037708944,0.928956561,0.851435303,0.946018161,1.511666348,0.965447311,1.404840893,0.91440167,1.125869032,1.45817422,1.184547965,0.877525861,1.250374891,1.282020594,0.812000246,1.878021239,1.225936142,0.830355664,1.819886834,1.259179083,1.426167725,1.105708632,0.968470389,1.001372783,0.866434058,1.405036317,0.766003717,1.052381884,1.184397294,0.761948242,1.037879501,1.224668404,0.769140847,1.181225103
4,835,SCOTTSDALE AZ FASHION  ,33.5041443,-111.9291418,1.162105711,0.984833593,0.992236027,1.105775051,1.037115891,0.819647032,0.990393474,1.014662856,0.874321619,1.033945221,0.859965158,0.652839396,1.077692012,1.219396931,0.754160348,0.6378607,1.021716872,1.093681723,0.917316211,1.468147923,0.992352078,1.410965607,1.149049411,0.954845387,1.082961602,1.051411981,1.089172791,0.787200879,1.230452765,0.933420513,1.133298591,0.94245019,1.171500568,1.022932369,1.105056231,1.192595983,1.05416235,0.94263177,0.904709037,0.545230879,1.053560606,0.964160185,0.890431601,1.002309025,1.23086625,1.303643201,1.131489054,1.067598666,0.751599743,0.994750899,0.790341165,1.362407743,0.623339228,1.018979318,0.984938803,0.504583971,0.965178077,1.020930836,0.682983178,1.162049775
4,6015,FP MOV ATLANTA  ,33.8528035,-84.3622556,0.929908467,0.894831363,1.023832732,1.025408001,1.010624849,0.891242665,0.937975559,0.820236752,1.067205104,0.810357718,0.918220207,0.964550494,1.201232601,1.062466579,0.974402939,0.91747294,0.960944038,2.801523432,1.019371482,0.987344951,1.032520854,1.308875396,1.146620197,0.891414618,0.954720098,1.015843231,0.782292447,1.165245391,0.948598012,1.167728404,1.26342913,0.941014172,1.217385944,0.964521867,1.188165737,1.370051745,0.838510329,1.169955702,0.926663792,0.879170211,0.751491799,1.45992376,0.936106896,0.866554267,1.387775185,1.366724132,0.929387649,1.092273894,0.910308215,0.891888413,0.823362867,1.199449485,0.954231226,0.882580567,0.899009151,0.777047372,0.996803136,0.833926925,0.736187363,0.97240833
4,6020,FP MOV HOUSTON TX  ,29.737703,-95.4644579,0.924265061,0.842372167,1.035913021,0.953657621,1.007931616,0.685167013,0.971406895,0.761936666,1.045216534,0.700137991,0.761364606,0.852203197,1.474344122,1.14040272,0.904367553,0.695443456,0.899921404,3.624121109,0.952112688,0.883299616,1.010400245,1.658629564,0.942866951,0.855090159,1.006176585,0.806682344,0.874042565,0.979651542,0.90646435,0.950180202,1.970031776,0.77691227,1.375869387,0.951106561,1.256598607,1.496401366,0.960041998,1.059226044,0.936858224,1.287826961,0.913581862,1.832711664,0.948163773,0.750087036,1.879351496,1.67008963,0.963115257,1.00089451,0.94725388,1.039044608,0.967704801,1.372920654,0.814814374,0.889330862,0.980194375,5.823267099,1.12898903,1.046135935,0.702652903,1.138340246
4,6022,FP MOV JACKSONVILLE  ,30.2563335,-81.5249277,1.068017875,0.906013263,1.052409689,1.201224202,1.102961922,0.827410585,1.007497969,0.961876527,0.719408666,0.839756597,0.692218995,0.709941639,1.266403349,1.272426862,0.778188226,0.649905364,0.911080474,1.769737594,0.89877158,1.279126804,0.850380395,1.464442724,1.097343392,0.982677472,1.076867273,1.039592303,0.981390077,1.017614592,0.93051546,1.033167882,1.23175476,0.809971797,1.345323394,0.901738706,1.147286258,1.335503899,0.91506129,0.843328496,1.066598168,0.680126053,0.892583137,1.191022139,1.09856207,1.048110181,1.68493904,1.542568331,0.946110817,1.001384434,1.497149474,0.806234498,0.746927215,1.471751374,0.81667672,1.025940703,1.539034086,0.497109067,1.161449561,1.196489868,0.689086074,0.728643676
